flid;ord;ordflokkur;texti;fjoldi_risamalheild;fjoldi_ritmalssafn
49068;plakat;n;veggspjald, t.d. með auglýsingu eða prentaðri mynd;424;17
32048;pífa;n;rykktur faldur til skrauts á flík eða hlut úr efni;6;0
49380;ofnæmisvaldur;n;efni sem veldur ofnæmi hjá sumum einstaklingum;58;2
24270;klæðnaður;n;fatnaður, föt;1478;0
50488;kókómjólk;n;mjólkurdrykkur með súkkulaðibragði;565;2
42675;tylft;n;tólf stykki;300;0
42463;tugur;n;tíu stykki af e-u;1592;0
29164;mæliker;n;sýna lítillæti;110;0
15408;gigtveikur;adj;sem þjáist af gigt;32;0
37630;sláturhús;n;bygging og starfsstöð þar sem búfé er slátrað;3044;0
3540;atfylgi;n;aðstoð, stuðningur;279;1
3540;atfylgi;n;aðstoð, stuðningur;279;0
3540;atfylgi;n;aðstoð, stuðningur;279;1
3540;atfylgi;n;aðstoð, stuðningur;279;0
32248;prentfrelsi;n;frelsi til að gefa út á prenti án opinberrar íhlutunar;459;0
32015;piltur;n;ungur karlmaður;7110;0
42537;túss;n;tegund af bleki, einkum notuð í tússpenna;73;1
14892;garðyrkjumaður;n;sá eða sú sem starfar við garðyrkju, sérstaklega fagmenntaður garðyrkjufræðingur;493;13
17298;haðna;n;kvendýr geitarinnar;2;4
9163;efnaferli;n;efnahvarf, einkum röð af efnahvörfum;77;0
33545;rjúpnalauf;n;laufblöð holtasóleyjar;20;0
33811;rúgur;n;korntegund;88;0
26765;ljósa;n;ljósmóðir;3867;0
9169;efnagreining;n;greining sýnis til að fá upplýsingar um efnainnihald þess;131;0
51104;byrjunarstig;n;... er stutt komið;68;0
24239;klungur;n;stórgrýtt urð eða hraun;80;0
8403;dót;n;alls kyns óskilgreindir hlutir;3824;0
17100;gúli;n;munnur;3;7
38979;stafli;n;hlaði, stæða, bunki af einhverju;159;1
8403;dót;n;leikföng;3824;0
13906;frystikista;n;stór kistulaga frystigeymsla, í verslun eða á heimili;89;7
48113;ægilega;adv;til áherslu: mjög;1575;0
8403;dót;n;farangur;3824;0
4714;bakteríufræðingur;n;háskólamenntaður sérfræðingur sem hefur sérhæft sig í bakteríum, gerlum;6;11
19967;hljóðfæraleikari;n;sá eða sú sem leikur á hljóðfæri;665;0
3690;auðna;n;gæfa, hamingja;285;50
3690;auðna;n;gæfa, hamingja;285;27
3690;auðna;n;gæfa, hamingja;285;50
3690;auðna;n;gæfa, hamingja;285;27
40568;sveitarstjóri;n;framkvæmdarstjóri sveitarfélags;8667;0
26689;línolía;n;olía úr pressuðum hörfræum;15;0
15826;glettni;n;stríðnisleg gamansemi;2114;0
26802;ljósmyndari;n;"maður með iðnmenntun sem starfar við að taka ljósmyndir; maður sem tekur ljósmyndir";12261;0
30777;orkuveita;n;fyrirtæki sem sér um öflun og sölu orku;6591;3
10232;erfðagalli;n;galli í geni (eða genum) sem getur valdið sjúkdómi eða vansköpun;54;4
24044;kjötsúpa;n;matarmikil súpa úr lambakjöti og grænmeti, t.d. hvítkáli, rófum og kartöflum, einnig með grjónum eða korni;549;0
37323;skurðarbretti;n;plata úr tré eða plasti til að skera matvörur á;158;2
46054;víkingaskip;n;fljótandi farkostur til hernaðar eða kaupferða víkinga;304;0
45317;vespa;n;skordýr, geitungur;144;0
21765;hvelja;n;þykk húð hvals eða hrognkelsis;16;0
46093;vírnet;n;net úr málmi;378;0
6374;borg;n;áberandi klettahæð í landslagi;40630;0
6374;borg;n;áberandi klettahæð í landslagi;40630;1
6374;borg;n;áberandi klettahæð í landslagi;40630;1
37793;slysadeild;n;sjúkrahúsdeild þar sem tekið er á móti slösuðu fólki;23537;3
2557;aflandsvindur;n;vindur sem leggur af landi út á sjó;6;0
23139;járnsmiður;n;sá eða sú sem smíðar úr járni eða öðrum málmum;606;0
23139;járnsmiður;n;svart skordýr, algeng bjöllutegund;606;0
38494;sónar;n;ómskoðun;1909;4
24865;kumbaldi;n;ólöguleg og illa gerð húsbygging;20;0
36720;skjór;n;erlendur fugl, skyldur hrafni;19;0
5096;bátaútgerð;n;það að gera út fiskibáta;170;0
37168;skrofa;n;meðalstór sjófugl, svartur að ofan og hvítur að neðan;26;0
26062;leikfimishús;n;bygging sem sérstaklega er reist fyrir skólaleikfimi;52;0
37354;skúfönd;n;lítil dökk kafönd, karlinn með blátt höfuð með hnakkaskúf;109;0
13764;frumatvinnuvegur;n;atvinnuvegur sem er undirstaða þjóðfélags, s.s. sjávarútvegur og landbúnaður, undirstöðuatvinnuvegur;4;2
26303;léttasótt;n;fæðingarhríðir, aðdragandi fæðingar;33;0
43745;utanríkisverslun;n;viðskipti lands við önnur lönd;318;0
23668;kelda;n;pyttur eða dý í votlendi;63;0
36367;skerpustilling;n;fókusstilling, t.d. á myndavél eða skjávarpa;1;1
23631;kápa;n;(síð) kvenmannsyfirhöfn með ermum;629;1
23631;kápa;n;(síð) kvenmannsyfirhöfn með ermum;629;0
25963;leggjalangur;adj;með langa fótleggi;18;0
36998;skraddari;n;klæðskeri;43;0
2413;aðstoðarmaður;n;sá eða sú sem aðstoðar annan við störf sín;19722;0
48607;öræfi;n;víðáttumikið, óbyggt, hálent landsvæði;1200;34
48607;öræfi;n;víðáttumikið, óbyggt, hálent landsvæði;1200;1
8303;doka;v;bíða stutta stund, hinkra;806;0
48993;aðstöðumunur;n;mismunur á möguleikum fólks/hópa til að ná árangri eða nýta sér einhver gæði;1432;0
43354;uppganga;n;leið eða stígur upp á eitthvað, t.d. bakka, eyju eða hamra;52;0
43928;útfiri;n;fjara, það þegar fellur út;41;0
9256;eftirherma;n;skemmtikraftur sem sérhæfir sig í að herma eftir þekktu fólki;575;0
33454;ríghalda;v;hafa fast tak (á e-u), halda fast (í e-ð);507;0
50524;apablóm;n;einær garðplöntutegund, lágvaxin með gulum eða rauðum blómum;8;1
50686;mórberjatré;n;trjátegund, aðalfæða silkiorma;4;0
50711;rauðber;n;aldin rauðberjalyngs, týtuber;2;0
50770;túnsúra;n;íslensk plöntutegund;30;0
50751;spánarkerfill;n;garðplöntutegund af sveipjurtaætt;28;3
16766;grófmeti;n;trefjarík fæða, t.d. korn með hýðinu;49;1
47896;þvottaduft;n;þvottaefni í duftformi;69;0
21149;hryggbrot;n;beinbrot í hryggnum;77;0
21149;hryggbrot;n;það þegar bónorði er hafnað, höfnun á bónorði;77;0
20805;hreinskrift;n;það sem hreinskrifað er, það að hreinskrifa;8;0
49556;deildarhjúkrunarfræðingur;n;hjúkrunarfræðingur sem skipuleggur og ber ábyrgð á hjúkrun á tiltekinni sjúkrahúsdeild;20;2
15058;geðslegur;adj;geðþekkur, geðfelldur;52;0
23303;kaffisopi;n;kaffi (án kaffibrauðs);1709;0
39033;standur;n;fótur sem tæki eða hlutur stendur á, statíf;94;0
59315;ymur;n;dimmt hljóð, niður;167;0
5594;bitlingur;n;létt en vel borgað verk, t.d. nefndarstarf sem valdhafar veita skjólstæðingum sínum;47;0
23591;kaupstaður;n;þéttbýlissveitarfélag sem er sérstakt lögsagnarumdæmi;660;0
28371;miðhæð;n;hæð í húsi á milli neðstu hæðar og efstu hæðar;311;3
23591;kaupstaður;n;verslunarstaður;660;0
40887;sýningarstúlka;n;tískusýningarstúlka;63;1
5437;beykitré;n;ættkvísl lauftrjáa;30;0
36167;skái;n;það að vera skáhallur, skásnið;6;4
13036;fótstykki;n;undirstaða, sökkull;30;0
18762;heimsfrægur;adj;kunnur um allan heim;1173;0
37640;sleggja;n;málmkúla með vír, notuð í sleggjukasti;176;0
32210;pólska;n;slavneskt tungumál sem er talað í Póllandi;6436;5
50966;heilbrigðisstarfsmaður;n;starfsmaður við heilbrigðisstofnun;687;2
19538;hitamælir;n;tæki til að mæla hita;239;0
13005;fótfrár;adj;frár á fæti;25;0
31692;óvelkominn;adj;ekki velkominn;237;2
20934;hringja;n;spenna, sylgja;28479;0
24219;klósett;n;skál sem tekur við þvagi og hægðum manna, með vatnskassa og sturtubúnaði;2135;0
4613;baðsalt;n;duft til að setja í baðvatn til að mýkja það og gefa ilm;50;2
15903;glóðarauga;n;blátt og marið svæði kringum auga;1206;0
31828;pallur;n;stæði eða bekkir fyrir áheyrendur eða áhorfendur, áhorfendapallur;524;0
31828;pallur;n;gólfflötur í stiga á milli hæða, stigapallur;524;0
26598;lífstíð;n;hún missti sjónina fyrir fullt og allt;1492;0
26598;lífstíð;n;fá ævilangan fangelsisdóm;1492;0
27995;málvenja;n;algengt málfar, venja í máli;244;0
23494;karlmennska;n;eiginleikar sem venjulega eru tengdir karlmönnum, manndómur, hreysti;319;0
46615;ynging;n;það að gera e-ð eða e-n yngri, það að yngjast, það að ráða yngra fólk;9;0
26639;líkhár;n;hár á líkamanum, handleggjum og fótum;2;0
24091;klaustur;n;"samfélag fólks sem lifir samkvæmt ákveðinni trúarreglu; byggingar þessa samfélags";1649;0
13709;frontur;n;sýnileg ásýnd e-s;58;10
60509;blávingull;n;algeng grastegund á Íslandi;13;4
26484;litblýantur;n;trélitur;2;1
54432;sítrónusafi;n;safi úr sítrónu;1180;0
25330;kærufrestur;n;frestur til að kæra ákvörðun eða niðurstöðu t.d. álagningu skatta;1239;2
45618;viðurkenning;n;opinber ummæli þess efnis að e-ð sé tekið til greina;11546;0
56314;innihaldsrýr;adj;sem hefur lítið innihald;77;3
29850;niðurlæging;n;auðmýking, lítillækkun;1432;0
5242;beljaki;n;stór og mikill maður, jaki;13;0
21519;húðarjálkur;n;lélegur hestur;3;0
34706;sautján;num;talan 17;21591;0
36285;skella;n;blettur, flekkur;14668;0
36285;skella;n;blettur, flekkur;14668;1
36285;skella;n;hárlaus blettur á höfði;14668;0
36285;skella;n;hárlaus blettur á höfði;14668;1
36285;skella;n;hávær, fyrirferðarmikil stúlka;14668;0
36285;skella;n;hávær, fyrirferðarmikil stúlka;14668;1
20997;hrímhvítur;adj;hvítur með örlítið grárri slikju;6;0
45302;verustaður;n;staður sem einhver dvelst á;30;0
6928;brimlending;n;það að taka land í brimi við (hafnlausa) strönd;12;0
6928;brimlending;n;hættulegur lendingarstaður í (hafnlausri) fjöru;12;0
47809;þvarg;n;þjark, þræta;93;0
45394;vetrungur;n;veturgamall kálfur;3;0
4207;álnavara;n;vara mæld í álnum, metravara, vefnaðarvara;12;0
18262;hátekjuskattur;n;sérstakur tekjuskattur á hátekjumenn;660;3
50514;ljósblár;adj;með fölum, bláum lit;147;0
10705;fataefni;n;efni í föt;95;0
47563;þrugl;n;rugl og vitleysa;63;0
9712;einseyringur;n;peningur sem gildir einn eyri;11;8
8964;dýna;n;mjúkt undirlag í rúmi sem legið er á;273;2
8964;dýna;n;mjúkt undirlag í rúmi sem legið er á;273;0
8964;dýna;n;renningur úr mjúku efni til að liggja á í tjaldi eða nota við íþróttaæfingar;273;2
8964;dýna;n;renningur úr mjúku efni til að liggja á í tjaldi eða nota við íþróttaæfingar;273;0
44574;varahlutur;n;aukahlutur t.d. í bíl, kaffikönnu o.fl., til að nota þegar upprunalegur hlutur gefur sig;78;0
7236;brýnsla;n;brýning, það að býna;3;0
30399;nös;n;nasaop;701;0
5130;beinagrind;n;öll bein líkamans sem ein heild;1210;0
27512;malari;n;sá eða sú sem hefur atvinnu af að mala korn;24;3
42619;tvísaga;adj;sem greinir frá atburðum tvisvar og ekki eins í bæði skiptin;626;0
27876;mágsemd;n;það að vera mágur (eða mágkona), mægðir;5;0
50368;súla;n;burðarstólpi í byggingu, oftast sívalur;380;0
50368;súla;n;burðarstólpi í byggingu, oftast sívalur;380;1
56019;hraðatakmörkun;n;takmörkun á því hversu hratt má aka;30;2
29777;neyslulán;n;lán til að fjármagna einkaneyslu;223;1
5075;bára;n;svona atburður er venjulega ekki stakur;10083;0
30249;nýsteinöld;n;síðasti hluti steinaldar við lok síðasta ísaldarskeiðs fyrir um 12.000 árum;51;0
30213;nýlífsöld;n;sú jarðsöguöld sem nú ríkir á jörðinni, nær yfir tertíer og kvarter;36;5
31807;óöld;n;tími ofbeldis og glæpa;519;0
3498;aska;n;fíngerð gjóska;3326;0
13412;frár;adj;vera fljótur að hlaupa, komast hratt yfir;293;0
23957;kjálkabarð;n;neðri brún kjálkans;31;0
43354;uppganga;n;það að ganga upp;52;0
23668;kelda;n;betra er að taka á sig krók en fara í ófæru;63;0
22634;innkulsa;adj;ofkælast;13;0
44292;vaðall;n;óheft, sundurlaust málæði;78;0
11863;fjöregg;n;egg sem varðveitir líf viðkomandi aðila;1077;0
32754;rauntekjur;n;kaupmáttur tekna (miðaður við ákveðinn tíma) þegar tekið er tillit til verðlagsþróunar, skatta og þess háttar;491;7
11863;fjöregg;n;aðalbjargræði, líftaug;1077;0
41401;tekjuafgangur;n;afgangur af tekjum eftir að gjöld hafa verið dregin frá;1418;0
19866;hleifur;n;um 25 kílóa álklumpur án íblöndunarmálma, önnur helsta framleiðsluvara álvers;24;0
21945;hvorugkyn;n;eitt þriggja kynja sem fallorð er í;98;0
55379;elliár;n;síðustu ár ævinnar;173;0
46818;þátíð;n;tíð sagnar, notuð um það sem er liðið;413;0
25105;kvikmyndahandrit;n;handrit að kvikmynd, skrifaður texti sem notaður er þegar kvikmynd er búin til;808;3
43753;utanveltubesefi;n;sá eða sú sem ekki er í félagsskap við aðra eða er hafður útundan;1;0
42777;tökuorð;n;orð í málinu sem fengið er úr öðru tungumáli;493;0
37904;smáorð;n;yfirheiti um óbeygjanleg orð s.s. samtengingar, forsetningar og óbeygjanleg atviksorð;77;0
19976;hljóðgervingur;n;orð sem líkir eftir hjóði í t.d. dýri;2;5
26626;líkamshiti;n;hiti í líkama;319;0
20072;hlussa;n;stórt smádýr, t.d. fluga;22;0
12758;forsetning;n;óbeygjanlegt smáorð sem stýrir falli, t.d. á, í, frá, fyrir, með, milli, um;46;0
20072;hlussa;n;stór og þunglamaleg kona;22;0
10796;fánadagur;n;dagur (hátíðisdagur) þegar draga á upp fána samkvæmt reglugerð, t.d. nýársdagur;41;6
23732;kennslustund;n;kennslueining í skólastarfi (oft 40 mínútur);2868;0
18565;heilræðavísa;n;vísa sem hefur góð ráð og góða siði að viðfangsefni;17;2
25985;leiðabók;n;bæklingur sem í eru upplýsingar um ferðir strætisvagna eða annarra almenningsfarartækja;103;3
10352;eyki;n;dráttardýr;21;6
24843;kuldaboli;n;óvættur sem börn eru hrædd við, ímynd kuldans;183;0
31756;óvættur;n;ill vera, ófreskja;86;0
31756;óvættur;n;ill vera, ófreskja;86;0
31756;óvættur;n;ill vera, ófreskja;86;0
31756;óvættur;n;ill vera, ófreskja;86;0
26437;listakona;n;kona sem vinnur að list sinni;1749;0
17787;harðfengur;adj;harður í horn að taka, hörkulegur;9;0
24592;krangalegur;adj;mjór og langur;6;0
37332;skurðpunktur;n;punktur þar sem tvær línur mætast;85;8
40378;súlfíð;n;efnasamband brennisteins við annað frumefni;35;3
24642;kriki;n;vikið milli útlims og bols, handarkriki;17;0
24642;kriki;n;kverk í landslagi;17;0
46981;þingannir;n;annríki á þingi;6;3
26924;loftvarnabyrgi;n;rammgert byrgi, oft neðanjarðar, til hlifðar fólki við loftárásum;93;0
16200;góðviðrisdagur;n;dagur þegar veðrið er gott;21;0
45780;vinnuafl;n;fólk sem vinnur, starfslið, starfsfólk;7047;0
4964;barnsaldur;n;bernska, æviskeið barns;11;0
9944;eldun;n;það að elda mat;878;0
15288;gerlegur;adj;mögulegur;39;3
43968;útgjöld;n;kostnaður;39586;1
4815;bankabók;n;lítið hefti sem banki færir inngreiðslur og útgreiðslur inn í ásamt vaxtagreiðslum;781;9
55327;hitabeltisland;n;land þar sem hitabeltisloftslag ríkir;4;5
12412;flæðisker;n;sker sem flæðir yfir á flóði;50;0
3456;arg;n;ófagurt hljóð, óhljóð;175;0
5075;bára;n;feta sig varlega áfram við vandasamar aðstæður;10083;0
21119;hrumleiki;n;það að vera hrumur, slit líkamans af völdum elli;10;0
5075;bára;n;gæta þeirrar fyrirhyggju að maður þoli nokkur áföll, ef á reynir;10083;0
2781;afturkvæmt;adj;koma (ekki) aftur;1988;0
48165;æsandi;adj;sem hefur kynferðislega örvandi áhrif;402;3
46137;víti;n;vítaspyrna, vítakast;35448;0
48165;æsandi;adj;spennandi;402;3
56881;kúlnahríð;n;kúlnaregn;144;0
22608;innilega;adv;með einlægni og innileik;17658;0
3498;aska;n;duftkenndar leifar eftir bruna;3326;0
3498;aska;n;vinna við sorphirðingu (sem öskukarl);3326;0
3498;aska;n;fara úr slæmu ástandi í enn verra;3326;0
16152;gott;n;sælgæti;431213;3
14086;fullnægja;n;mikil persónuleg ánægja;11351;0
22664;innritaður;adj;skráður í skóla;155;2
44162;útskipun;n;það að flytja vörur í skip, skipa út vörum;423;0
3114;altaristafla;n;mynd yfir altari;280;8
21588;húsasmíðameistari;n;meistari í húsasmíðaiðn;2721;2
26919;loftsteinn;n;steinn sem fellur úr geimnum inn í gufuhvolf jarðar;464;0
22677;innsigling;n;mörkuð sjóleið inn í höfn;49;0
44634;varnarlaus;adj;sem getur ekki varist;1133;0
40306;sundur;adv;kippast allur til, hreyfast ákaft;20986;0
40306;sundur;adv;hæðast óspart að henni;20986;0
24993;kveða;n;bragfræðileg eining í ljóðlínu, bragliður;41926;2
15725;glaumur;n;hávaði, kliður;481;0
15725;glaumur;n;hávaði, kliður;481;1
28583;miskabætur;n;fébætur fyrir tjón sem er ekki fjárhagslegt;14396;2
40272;sumarmaður;n;starfsmaður sem starfar yfir sumarið;66;3
45471;viðarkol;n;kol sem gerð eru úr trjáviði;129;0
23259;jökulhlaup;n;snöggt flóð vegna eldsumbrota undir jökli eða vegna þess að jökullón tæmist;765;0
2597;aflsmunur;n;láta hana finna fyrir því að hún er ekki eins sterk;48;0
2597;aflsmunur;n;notfæra sér að mótherjinn er aumari;48;0
28573;misgengi;n;brotalína í jarðlögum þar sem hreyfing hefur orðið;1046;0
35901;sjöund;n;tónbil er spannar sjö þrep díatóníska tónstigans;40;0
35901;sjöund;n;tónbil er spannar sjö þrep díatóníska tónstigans;40;1
35901;sjöund;n;tónbil er spannar sjö þrep díatóníska tónstigans;40;0
35901;sjöund;n;tónbil er spannar sjö þrep díatóníska tónstigans;40;1
24876;kunnáttusamur;adj;sem hefur góða kunnáttu, kann margt;20;0
15725;glaumur;n;hávær gleðskapur;481;0
15725;glaumur;n;hávær gleðskapur;481;1
37087;skriðhraði;n;það hversu hratt e-ð skríður fram (t.d. skriðjökull);10;4
9956;elektróða;n;rafskaut;4;3
11792;fjölgyðistrú;n;það að hafa fleiri en einn guð;53;0
38471;sóló;n;einleiks- eða einsöngskafli í tónverki;1277;0
38471;sóló;n;sögn í spilum;1277;0
38471;sóló;n;einstaklingsleikur án samráðs við aðra, t.d. í knattspyrnu;1277;0
39827;strengjasveit;n;hljómsveit sem skipuð er strengjahljóðfærum;1128;2
23292;kaffibrúnn;adj;dökkur á hörund (annað hvort vegna sólbrúnku eða kynþáttar);32;0
23292;kaffibrúnn;adj;dökkbrúnn á litinn;32;0
31947;pensill;n;áhald (hárskúfur á skafti) til að mála með;86;0
18497;heilbrigðisráðherra;n;ráðherra sem fer með heilbrigðismál;29172;2
42030;tollmúr;n;háir tollar á innfluttum vörum (einkum til að vernda innlendar framleiðsluvörur gegn samkeppni);30;0
18888;helblár;adj;með köldum, bláum lit;39;0
19841;hlaupavinna;n;óviss og óregluleg vinna, íhlaupavinna;1;0
27296;lær;n;láta í ljósi undrun;381;0
27296;lær;n;láta í ljósi undrun;381;1
27296;lær;n;láta í ljósi undrun;381;0
27296;lær;n;láta í ljósi undrun;381;1
53980;jurtaæta;n;maður (dýr) sem lifir á jurtafæðu;66;0
11626;fjárhirsla;n;geymslustaður peninga, einkum fyrr á tímum;10;4
5451;biðilsbuxur;n;vera í hjúskaparhugleiðingum;8;9
45288;verslunarvara;n;vara sem gengur kaupum og sölum;361;0
28478;milligramm;n;einn þúsundasti úr grammi;96;4
41909;tímavinna;n;vinna þar sem laun eru greidd eftir fjölda vinnustunda;56;3
7954;dauður;n;hrapa og deyja;4613;2
18884;hektólítri;n;100 lítrar;3;0
39508;stjórnvald;n;opinbert yfirvald á tilteknu sviði;4625;0
39508;stjórnvald;n;ríkisvald, einkum framkvæmdarvaldið;4625;0
